LineDescription,TimePeriod,TableName,SeriesCode,LineNumber,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
Other fuels,2020-03-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.313,U20406
Other fuels,2020-04-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.30975,U20406
Other fuels,2020-05-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3155833333333333,U20406
Other fuels,2020-06-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.30341666666666667,U20406
Other fuels,2020-07-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3199166666666667,U20406
Other fuels,2020-08-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3245,U20406
Other fuels,2020-09-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.337,U20406
Other fuels,2020-10-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.30775,U20406
Other fuels,2020-11-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.2875,U20406
Other fuels,2020-12-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3226666666666667,U20406
Other fuels,2021-01-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3201666666666667,U20406
Other fuels,2021-02-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.35691666666666666,U20406
Other fuels,2021-03-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3308333333333333,U20406
Other fuels,2021-04-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.32458333333333333,U20406
Other fuels,2021-05-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.33,U20406
Other fuels,2021-06-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3389166666666667,U20406
Other fuels,2021-07-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.33125,U20406
Other fuels,2021-08-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3129166666666667,U20406
Other fuels,2021-09-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3076666666666667,U20406
Other fuels,2021-10-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.31425,U20406
Other fuels,2021-11-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.315,U20406
Other fuels,2021-12-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.28525,U20406
Other fuels,2022-01-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3453333333333333,U20406
Other fuels,2022-02-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3625,U20406
Other fuels,2022-03-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.35583333333333333,U20406
Other fuels,2022-04-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.368,U20406
Other fuels,2022-05-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3970833333333333,U20406
Other fuels,2022-06-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3924166666666667,U20406
Other fuels,2022-07-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3621666666666667,U20406
Other fuels,2022-08-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3665833333333333,U20406
Other fuels,2022-09-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3470833333333333,U20406
Other fuels,2022-10-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.39325,U20406
Other fuels,2022-11-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3495833333333333,U20406
Other fuels,2022-12-01,U20406,DLPFRX,119,Chained Dollars,Level,6,0.3536666666666667,U20406
Other household services,2007-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7224166666666667,U20406
Other household services,2007-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7320833333333332,U20406
Other household services,2007-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7411666666666668,U20406
Other household services,2007-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.75,U20406
Other household services,2007-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7583333333333333,U20406
Other household services,2007-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7663333333333333,U20406
Other household services,2007-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.774,U20406
Other household services,2007-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7813333333333332,U20406
Other household services,2007-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7881666666666667,U20406
Other household services,2007-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7944166666666668,U20406
Other household services,2007-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.80025,U20406
Other household services,2007-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8055,U20406
Other household services,2008-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8101666666666667,U20406
Other household services,2008-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8139166666666668,U20406
Other household services,2008-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.81675,U20406
Other household services,2008-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8185833333333332,U20406
Other household services,2008-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.81975,U20406
Other household services,2008-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8199166666666668,U20406
Other household services,2008-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.81925,U20406
Other household services,2008-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.81775,U20406
Other household services,2008-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.81525,U20406
Other household services,2008-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.81175,U20406
Other household services,2008-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8071666666666668,U20406
Other household services,2008-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8015,U20406
Other household services,2009-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.795,U20406
Other household services,2009-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7901666666666667,U20406
Other household services,2009-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.78725,U20406
Other household services,2009-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.78625,U20406
Other household services,2009-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7871666666666668,U20406
Other household services,2009-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7900833333333332,U20406
Other household services,2009-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.7949166666666667,U20406
Other household services,2009-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.80175,U20406
Other household services,2009-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8106666666666666,U20406
Other household services,2009-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8214166666666667,U20406
Other household services,2009-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.834,U20406
Other household services,2009-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.84825,U20406
Other household services,2010-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8645833333333333,U20406
Other household services,2010-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8790833333333332,U20406
Other household services,2010-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.8915833333333332,U20406
Other household services,2010-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9021666666666668,U20406
Other household services,2010-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.911,U20406
Other household services,2010-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9178333333333333,U20406
Other household services,2010-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9229166666666668,U20406
Other household services,2010-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.92625,U20406
Other household services,2010-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.92775,U20406
Other household services,2010-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9273333333333333,U20406
Other household services,2010-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.92475,U20406
Other household services,2010-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.92025,U20406
Other household services,2011-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9139166666666667,U20406
Other household services,2011-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.909,U20406
Other household services,2011-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9055833333333332,U20406
Other household services,2011-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9041666666666668,U20406
Other household services,2011-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9043333333333332,U20406
Other household services,2011-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9060833333333334,U20406
Other household services,2011-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9098333333333333,U20406
Other household services,2011-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9151666666666667,U20406
Other household services,2011-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9224166666666667,U20406
Other household services,2011-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9311666666666667,U20406
Other household services,2011-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9415833333333332,U20406
Other household services,2011-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9535833333333332,U20406
Other household services,2012-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9674166666666668,U20406
Other household services,2012-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9798333333333333,U20406
Other household services,2012-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,1.9915,U20406
Other household services,2012-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.002,U20406
Other household services,2012-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0113333333333334,U20406
Other household services,2012-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.019833333333333,U20406
Other household services,2012-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.02725,U20406
Other household services,2012-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0338333333333334,U20406
Other household services,2012-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0393333333333334,U20406
Other household services,2012-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.04375,U20406
Other household services,2012-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0469166666666667,U20406
Other household services,2012-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0488333333333335,U20406
Other household services,2013-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0431666666666666,U20406
Other household services,2013-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0385833333333334,U20406
Other household services,2013-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0353333333333334,U20406
Other household services,2013-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.033333333333333,U20406
Other household services,2013-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.032583333333333,U20406
Other household services,2013-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0330833333333334,U20406
Other household services,2013-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0348333333333333,U20406
Other household services,2013-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.038,U20406
Other household services,2013-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.042333333333333,U20406
Other household services,2013-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.04775,U20406
Other household services,2013-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0543333333333336,U20406
Other household services,2013-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0620833333333333,U20406
Other household services,2014-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0709166666666663,U20406
Other household services,2014-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0785,U20406
Other household services,2014-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.08475,U20406
Other household services,2014-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0899166666666664,U20406
Other household services,2014-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0938333333333334,U20406
Other household services,2014-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0965,U20406
Other household services,2014-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.098,U20406
Other household services,2014-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.09825,U20406
Other household services,2014-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.09725,U20406
Other household services,2014-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0948333333333333,U20406
Other household services,2014-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0909166666666663,U20406
Other household services,2014-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0855833333333336,U20406
Other household services,2015-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.07875,U20406
Other household services,2015-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0724166666666664,U20406
Other household services,2015-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0668333333333333,U20406
Other household services,2015-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0618333333333334,U20406
Other household services,2015-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0575,U20406
Other household services,2015-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0538333333333334,U20406
Other household services,2015-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0508333333333333,U20406
Other household services,2015-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0485833333333336,U20406
Other household services,2015-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0468333333333333,U20406
Other household services,2015-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0456666666666665,U20406
Other household services,2015-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.045,U20406
Other household services,2015-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.044916666666667,U20406
Other household services,2016-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.04525,U20406
Other household services,2016-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.045583333333333,U20406
Other household services,2016-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0458333333333334,U20406
Other household services,2016-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0461666666666667,U20406
Other household services,2016-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0465,U20406
Other household services,2016-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0469166666666667,U20406
Other household services,2016-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0473333333333334,U20406
Other household services,2016-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.04775,U20406
Other household services,2016-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0481666666666665,U20406
Other household services,2016-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0484166666666663,U20406
Other household services,2016-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0485833333333336,U20406
Other household services,2016-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0485833333333336,U20406
Other household services,2017-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0484166666666663,U20406
Other household services,2017-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.04925,U20406
Other household services,2017-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.05125,U20406
Other household services,2017-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.05425,U20406
Other household services,2017-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0585,U20406
Other household services,2017-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0639166666666666,U20406
Other household services,2017-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0704166666666666,U20406
Other household services,2017-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.078,U20406
Other household services,2017-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0866666666666664,U20406
Other household services,2017-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.0964166666666664,U20406
Other household services,2017-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1070833333333336,U20406
Other household services,2017-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1188333333333333,U20406
Other household services,2018-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1314166666666665,U20406
Other household services,2018-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1435833333333334,U20406
Other household services,2018-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1554166666666665,U20406
Other household services,2018-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1669166666666664,U20406
Other household services,2018-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.178,U20406
Other household services,2018-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.18875,U20406
Other household services,2018-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1990833333333333,U20406
Other household services,2018-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.209,U20406
Other household services,2018-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2185,U20406
Other household services,2018-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2274166666666666,U20406
Other household services,2018-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2358333333333333,U20406
Other household services,2018-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2436666666666665,U20406
Other household services,2019-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2531666666666665,U20406
Other household services,2019-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2619166666666666,U20406
Other household services,2019-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.27,U20406
Other household services,2019-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2775,U20406
Other household services,2019-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.28425,U20406
Other household services,2019-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2905,U20406
Other household services,2019-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.296,U20406
Other household services,2019-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.3008333333333333,U20406
Other household services,2019-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.3049166666666667,U20406
Other household services,2019-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.30825,U20406
Other household services,2019-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.3105833333333337,U20406
Other household services,2019-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.3121666666666667,U20406
Other household services,2020-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.32925,U20406
Other household services,2020-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.3445,U20406
Other household services,2020-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.248,U20406
Other household services,2020-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.09275,U20406
Other household services,2020-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2393333333333336,U20406
Other household services,2020-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.32725,U20406
Other household services,2020-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2555,U20406
Other household services,2020-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2126666666666663,U20406
Other household services,2020-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1776666666666666,U20406
Other household services,2020-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2390833333333333,U20406
Other household services,2020-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2325833333333334,U20406
Other household services,2020-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2275,U20406
Other household services,2021-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2374166666666664,U20406
Other household services,2021-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2151666666666667,U20406
Other household services,2021-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2265833333333336,U20406
Other household services,2021-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2331666666666665,U20406
Other household services,2021-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1951666666666667,U20406
Other household services,2021-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2050833333333335,U20406
Other household services,2021-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1989166666666664,U20406
Other household services,2021-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.20075,U20406
Other household services,2021-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.193,U20406
Other household services,2021-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.187,U20406
Other household services,2021-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.20325,U20406
Other household services,2021-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.1895,U20406
Other household services,2022-01-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2020833333333334,U20406
Other household services,2022-02-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2135,U20406
Other household services,2022-03-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2153333333333336,U20406
Other household services,2022-04-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2231666666666667,U20406
Other household services,2022-05-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2279166666666663,U20406
Other household services,2022-06-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.23575,U20406
Other household services,2022-07-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2550833333333333,U20406
Other household services,2022-08-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.26675,U20406
Other household services,2022-09-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2813333333333334,U20406
Other household services,2022-10-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.27925,U20406
Other household services,2022-11-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.2825,U20406
Other household services,2022-12-01,U20406,DMHSRX,332,Chained Dollars,Level,6,2.28225,U20406
Other imputed commissions,2007-01-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6435,U20406
Other imputed commissions,2007-02-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7056666666666667,U20406
Other imputed commissions,2007-03-01,U20406,DICORX,266,Chained Dollars,Level,6,0.72275,U20406
Other imputed commissions,2007-04-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6010833333333334,U20406
Other imputed commissions,2007-05-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6940833333333334,U20406
Other imputed commissions,2007-06-01,U20406,DICORX,266,Chained Dollars,Level,6,0.8221666666666666,U20406
Other imputed commissions,2007-07-01,U20406,DICORX,266,Chained Dollars,Level,6,0.8133333333333334,U20406
Other imputed commissions,2007-08-01,U20406,DICORX,266,Chained Dollars,Level,6,0.9375833333333333,U20406
Other imputed commissions,2007-09-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7049166666666666,U20406
Other imputed commissions,2007-10-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6984166666666666,U20406
Other imputed commissions,2007-11-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6835,U20406
Other imputed commissions,2007-12-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6505,U20406
Other imputed commissions,2008-01-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7955833333333334,U20406
Other imputed commissions,2008-02-01,U20406,DICORX,266,Chained Dollars,Level,6,0.65025,U20406
Other imputed commissions,2008-03-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6938333333333334,U20406
Other imputed commissions,2008-04-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6479166666666666,U20406
Other imputed commissions,2008-05-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6799166666666666,U20406
Other imputed commissions,2008-06-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7194166666666666,U20406
Other imputed commissions,2008-07-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7755833333333334,U20406
Other imputed commissions,2008-08-01,U20406,DICORX,266,Chained Dollars,Level,6,0.599,U20406
Other imputed commissions,2008-09-01,U20406,DICORX,266,Chained Dollars,Level,6,0.78875,U20406
Other imputed commissions,2008-10-01,U20406,DICORX,266,Chained Dollars,Level,6,0.62375,U20406
Other imputed commissions,2008-11-01,U20406,DICORX,266,Chained Dollars,Level,6,0.4956666666666667,U20406
Other imputed commissions,2008-12-01,U20406,DICORX,266,Chained Dollars,Level,6,0.49925,U20406
Other imputed commissions,2009-01-01,U20406,DICORX,266,Chained Dollars,Level,6,0.498,U20406
Other imputed commissions,2009-02-01,U20406,DICORX,266,Chained Dollars,Level,6,0.5335,U20406
Other imputed commissions,2009-03-01,U20406,DICORX,266,Chained Dollars,Level,6,0.5776666666666667,U20406
Other imputed commissions,2009-04-01,U20406,DICORX,266,Chained Dollars,Level,6,0.5785833333333333,U20406
Other imputed commissions,2009-05-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6343333333333334,U20406
Other imputed commissions,2009-06-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6629166666666666,U20406
Other imputed commissions,2009-07-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6406666666666666,U20406
Other imputed commissions,2009-08-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6871666666666666,U20406
Other imputed commissions,2009-09-01,U20406,DICORX,266,Chained Dollars,Level,6,0.68675,U20406
Other imputed commissions,2009-10-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7100833333333334,U20406
Other imputed commissions,2009-11-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6539166666666666,U20406
Other imputed commissions,2009-12-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6768333333333334,U20406
Other imputed commissions,2010-01-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7080833333333334,U20406
Other imputed commissions,2010-02-01,U20406,DICORX,266,Chained Dollars,Level,6,0.69725,U20406
Other imputed commissions,2010-03-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6026666666666667,U20406
Other imputed commissions,2010-04-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7984166666666667,U20406
Other imputed commissions,2010-05-01,U20406,DICORX,266,Chained Dollars,Level,6,0.7979166666666666,U20406
Other imputed commissions,2010-06-01,U20406,DICORX,266,Chained Dollars,Level,6,0.61125,U20406
Other imputed commissions,2010-07-01,U20406,DICORX,266,Chained Dollars,Level,6,0.61475,U20406
Other imputed commissions,2010-08-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6414166666666666,U20406
Other imputed commissions,2010-09-01,U20406,DICORX,266,Chained Dollars,Level,6,0.5869166666666666,U20406
Other imputed commissions,2010-10-01,U20406,DICORX,266,Chained Dollars,Level,6,0.5784166666666666,U20406
Other imputed commissions,2010-11-01,U20406,DICORX,266,Chained Dollars,Level,6,0.62775,U20406
Other imputed commissions,2010-12-01,U20406,DICORX,266,Chained Dollars,Level,6,0.625,U20406
Other imputed commissions,2011-01-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6281666666666667,U20406
Other imputed commissions,2011-02-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6335833333333334,U20406
Other imputed commissions,2011-03-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6070833333333334,U20406
Other imputed commissions,2011-04-01,U20406,DICORX,266,Chained Dollars,Level,6,0.5963333333333334,U20406
Other imputed commissions,2011-05-01,U20406,DICORX,266,Chained Dollars,Level,6,0.6113333333333334,U20406
